ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Bodenablaufdeckel Edelstahl V2A natur 200 x 20 mm;;;2202202008;;10000;118,14;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;BA 820;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablaufdeckel Edelstahl V2A natur 200 x 20 mm;;;2202202010;;10000;124,08;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;BA 1020;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Eckclip-Set Edelstahl V2A für Terrassen-Unterkonstruktion 4 Stück;;;30004CL7;;10000;49,66;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB ECK, 4;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Verbinder Edelstahl V2A für Terrassen-Unterkonstruktion 20 Stück;;;300075003;;10000;1,16;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB XCL, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Verbinder Edelstahl V2A für Terrassen-Unterkonstruktion 20 Stück;;;300100060;;10000;1,06;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB XCX, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Nivellierlaschen 1,5 mm für Fliesenstärke 12 - 28 mm Beutel 250 Stück;;;300122815;;10000;52,56;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;NWS LH-1,5, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Verlegehilfe für Fliesenprofile 500 mm;;;30030000;;10000;329,38;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;TSR 500;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Clip-Set Edelstahl V2A für Terrassen-Unterkonstruktion 30 Stück;;;30030CL6;;10000;22,40;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB SCK, 30;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Nivellierlaschen 2 mm, für Fliesenstärke 3 - 12 mm, Beutel 250 Stück;;;30032502;;10000;52,56;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;NWS L-2, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Nivellierlaschen 3 mm, für Fliesenstärke 3 - 12 mm, Beutel 250 Stück;;;30032503;;10000;52,56;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;NWS L-3, 250;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Clip-Set Edelstahl V2A für Terrassen-Unterkonstruktion 50 Stück;;;30050CL1;;10000;5,74;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB WAC, 50;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Tragschiene Aluminium für Stelzlager-Unterkonstruktion Länge 200 cm Breite 60 mm;;;30200S62;;10000;19,40;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;lfm;FB S 200;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Stelzlager Kunststoff höhenverstellbar 125–225 mm Karton 20 Stück;;;3120BP40620;;10000;9,78;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP L BP406, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Erhöhung für Stelzlager 25 mm Karton 40 Stück;;;3120DE2540;;10000;1,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP M DE25, 40;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Stelzlager Kunststoff höhenverstellbar 25–50 mm Karton 20 Stück;;;3120MP40120;;10000;4,78;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP M MP401, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Erhöhung für Stelzlager 5 mm Karton 20 Stück;;;3120PB20520;;10000;1,06;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP S PB205, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Erhöhung für Stelzlager 100 mm Karton 20 Stück;;;3120PBP1020;;10000;3,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP L PBP10, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Stellschlüssel für Stelzlager-Fugensystem 4 mm 1 Stück;;;3120PK1;;10000;24,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP PK, 1;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Stelzlager Kunststoff höhenverstellbar 10–15 mm Karton 20 Stück;;;3120PU40120;;10000;2,78;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP S PU401, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Tragschiene Aluminium für Stelzlager-Unterkonstruktion;;;3120PUR6120;;10000;2,20;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP S PUR61, 20;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Tragschiene Aluminium für Stelzlager-Unterkonstruktion;;;3120TR40025;;10000;1,30;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP TR400, 25;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Tragschiene Aluminium für Stelzlager-Unterkonstruktion;;;3120TR420025;;10000;1,20;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FBP TR200, 25;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anti-Slip-Pad Gummigranulat 200 x 200 x 3 mm Beutel 25 Stück;;;3200200325;;10000;1,32;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;FB TP 200, 25;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Fugenkreuze Kunststoff 6 mm 200 Stück;;;32006001;;10000;4,48;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;CR 60, 200;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schraubstifte für Nivelliersystem Kunststoff transparent 100 Stück;;;3250230120;;10000;21,80;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;TSS 1, 100;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schraubkappen für Nivelliersystem Kunststoff rot 25 Stück;;;3280230150;;10000;28,52;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Btl.;TSK, 25;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Schraubstifte für Nivelliersystem Kunststoff transparent 100 Stück;;;3335185245;;10000;65,74;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;T 50-1;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Verteiler 6-fach mit 200 mm Leitung;;;3606130LED;;10000;8,96;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;LED V 6;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A gebürstet natur 150 x 300 x 100 mm;;;3715301002;;10000;380,80;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNP 1530-SF;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet schwarz matt (RAL 9005) 150 x 300 x 100 mm;;;3715301011;;10000;418,88;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 1530-11;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet weiss matt (RAL 9003) 150 x 300 x 100 mm;;;3715301012;;10000;418,88;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 1530-12;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A gebürstet natur 300 x 300 x 100 mm;;;3730301002;;10000;407,54;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNP 3030-SF;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet schwarz matt (RAL 9005) 300 x 300 x 100 mm;;;3730301011;;10000;448,20;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 3030-11;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet weiss matt (RAL 9003) 300 x 300 x 100 mm;;;3730301012;;10000;448,20;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 3030-12;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Befliesbares Nischenelement XPS 33 x 33 cm;;;37333300;;10000;82,66;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;TN 33-33;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A gebürstet natur 600 x 300 x 100 mm;;;3760301002;;10000;552,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNP 6030-SF;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet schwarz matt (RAL 9005) 600 x 300 x 100 mm;;;3760301011;;10000;598,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 6030-11;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Wandnische Edelstahl V2A pulverbeschichtet weiss matt (RAL 9003) 600 x 300 x 100 mm;;;3760301012;;10000;598,00;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;DNPC 6030-12;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Befliesbares Nischenelement XPS 63 x 33 cm;;;37633300;;10000;135,44;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;TN 63-33;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ablaufkörper vertikal für Duschrinne Kunststoff;;;44000048;;10000;52,72;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLPAS 48;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ablaufkörper horizontal für Duschrinne Kunststoff 60 l, min;;;44006080;;10000;70,94;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLPHC 80;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 60 cm;;;44060055;;10000;448,20;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 600 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 70 cm;;;44070055;;10000;473,02;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 700 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 80 cm;;;44080055;;10000;500,02;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 800 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 90 cm;;;44090055;;10000;527,06;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 900 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 100 cm;;;44100055;;10000;554,08;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 1000 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschrinne Basis-Set Edelstahl V2A mit EPS-Träger Länge 60 cm;;;441000602;;10000;198,92;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLMB 600;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschrinne Basis-Set Edelstahl V2A mit EPS-Träger Länge 70 cm;;;441000702;;10000;209,38;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLMB 700, 70;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschrinne Basis-Set Edelstahl V2A mit EPS-Träger Länge 80 cm;;;441000802;;10000;223,34;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLMB 800;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschrinne Basis-Set Edelstahl V2A mit EPS-Träger Länge 90 cm;;;441000902;;10000;233,80;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLMB 900;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschrinne Basis-Set Edelstahl V2A mit EPS-Träger Länge 100 cm;;;441001002;;10000;244,28;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;VLMB 1000;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
Ultraflache Duschrinne Komplettset Edelstahl V2A Rost Square Länge 110 cm;;;44110055;;10000;581,10;Grundrabatt · Dural Preisliste 2026-08 · Profile, Duschrinnen & Zubehoer · Kat. NET · 50%;DISCOUNT_PCT;50;Kundenrabatt · Dural Preisliste 2026-08 · Kat. NET · 15%;DISCOUNT_PCT;15;EUR;Stk.;XFL 1100 S;;25.08.2026;;;;;;;EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;ja
